1,0.0125672,0
2,0.0116944,0
3,0.0093149,0
4,0.0059104,0
5,0.0020175,0
6,-0.0022724,0
7,-0.0059365,0
8,-0.0077912,0
9,-0.0064711,0
10,-0.0056504,0
11,-0.0059192,0
12,-0.0051484,0
13,-0.0047396,0
14,-0.0047002,0
15,-0.0048535,0
16,-0.0049351,0
17,-0.0045243,0
18,-0.0039231,0
19,0.0000836,0
20,-0.003263,0
21,-0.003402,0
22,-0.0039011,0
23,-0.0041992,0
24,-0.0038577,0
25,-0.0036754,0
26,-0.0037431,0
27,-0.0041319,0
28,-0.0038054,0
29,-0.0040245,0
30,-0.0057721,0
31,-0.0046279,0
32,-0.0015354,0
33,0.0023856,0
34,0.0063113,0
35,0.009641,0
36,0.0117337,0
37,-0.0000471,0
38,-0.0000512,0
39,0.0128574,0
40,-0.0000526,0
41,-0.0000734,0
42,-0.0000743,0
43,-0.000086,0
44,-0.0000749,0
45,-0.0000968,0
46,-0.0001079,0
47,-0.0000822,0
48,-0.000033,0
1,0.0125969,1
2,0.0117258,1
3,0.0095187,1
4,0.0061781,1
5,0.0020864,1
6,-0.0021583,1
7,-0.0055045,1
8,-0.007499,1
9,-0.0060342,1
10,-0.0053591,1
11,-0.0055834,1
12,-0.0047908,1
13,-0.004467,1
14,-0.0045017,1
15,-0.0047212,1
16,-0.0048006,1
17,-0.0044912,1
18,-0.0039655,1
19,0.0000882,1
20,-0.0031138,1
21,-0.0032879,1
22,-0.0038569,1
23,-0.0041916,1
24,-0.0038445,1
25,-0.0036325,1
26,-0.0036603,1
27,-0.0040704,1
28,-0.0037513,1
29,-0.0039563,1
30,-0.0057012,1
31,-0.0045841,1
32,-0.0015096,1
33,0.0023879,1
34,0.0062131,1
35,0.0096271,1
36,0.0117313,1
37,-0.0000118,1
38,-0.0000297,1
39,0.0128379,1
40,-0.0000311,1
41,-0.000044,1
42,-0.0000444,1
43,-0.0000614,1
44,-0.0000477,1
45,-0.0000676,1
46,-0.0000826,1
47,-0.0000582,1
48,-0.0000108,1
1,0.016517,2
2,0.0153574,2
3,0.0124301,2
4,0.007991,2
5,0.0025869,2
6,-0.0030678,2
7,-0.0076289,2
8,-0.0105448,2
9,-0.0090693,2
10,-0.0078704,2
11,-0.0080818,2
12,-0.0064444,2
13,-0.0058616,2
14,-0.0058452,2
15,-0.0060904,2
16,-0.0062355,2
17,-0.0057762,2
18,-0.0049722,2
19,0.000184,2
20,-0.0039161,2
21,-0.0043678,2
22,-0.0051727,2
23,-0.0055476,2
24,-0.0051028,2
25,-0.0047815,2
26,-0.0048506,2
27,-0.0056534,2
28,-0.0054149,2
29,-0.0057285,2
30,-0.0079594,2
31,-0.006245,2
32,-0.0021042,2
33,0.0030832,2
34,0.0081537,2
35,0.0126566,2
36,0.0154112,2
37,-0.0000159,2
38,0.0000413,2
39,0.0169386,2
40,-0.0000182,2
41,-0.000033,2
42,-0.0000343,2
43,-0.0000545,2
44,-0.0000393,2
45,-0.0000625,2
46,-0.0000894,2
47,-0.000046,2
48,0.0000139,2
1,0.0208548,3
2,0.0194127,3
3,0.0156724,3
4,0.0099564,3
5,0.0029824,3
6,-0.0043823,3
7,-0.0104638,3
8,-0.0149059,3
9,-0.0146107,3
10,-0.0120197,3
11,-0.0123521,3
12,-0.0091998,3
13,-0.0079157,3
14,-0.0076544,3
15,-0.0079217,3
16,-0.0077835,3
17,-0.00702,3
18,-0.0060544,3
19,0.0002638,3
20,-0.0053763,3
21,-0.005833,3
22,-0.0065682,3
23,-0.0070493,3
24,-0.0066648,3
25,-0.006444,3
26,-0.0065075,3
27,-0.0079694,3
28,-0.0079347,3
29,-0.0087061,3
30,-0.0111613,3
31,-0.0086194,3
32,-0.0030401,3
33,0.0037663,3
34,0.0102897,3
35,0.0160307,3
36,0.0195373,3
37,-0.0000259,3
38,-0.0000189,3
39,0.0214475,3
40,-0.0000305,3
41,-0.0001664,3
42,-0.0000437,3
43,-0.0000878,3
44,-0.000076,3
45,-0.0001776,3
46,-0.0001414,3
47,-0.0002027,3
48,-0.0000847,3
1,0.0315595,4
2,0.0293714,4
3,0.0235466,4
4,0.014651,4
5,0.0037115,4
6,-0.0079981,4
7,-0.0181694,4
8,-0.0266688,4
9,-0.0300612,4
10,-0.0272564,4
11,-0.0248814,4
12,-0.0211884,4
13,-0.0118606,4
14,-0.0090485,4
15,-0.0085238,4
16,-0.0082049,4
17,-0.006862,4
18,-0.0041943,4
19,0.0004197,4
20,-0.0062814,4
21,-0.0079381,4
22,-0.0094061,4
23,-0.0100251,4
24,-0.0098277,4
25,-0.0104713,4
26,-0.0134064,4
27,-0.0195663,4
28,-0.0197489,4
29,-0.0239423,4
30,-0.0227684,4
31,-0.0163149,4
32,-0.0065488,4
33,0.0044632,4
34,0.014991,4
35,0.023908,4
36,0.02945,4
37,-0.0000695,4
38,-0.0000835,4
39,0.0324531,4
40,-0.0001116,4
41,-0.0002588,4
42,-0.0003114,4
43,-0.0003695,4
44,-0.0004657,4
45,-0.0005477,4
46,-0.0003804,4
47,-0.0003568,4
48,-0.0001809,4
1,0.0442297,5
2,0.0413825,5
3,0.0333945,5
4,0.0211337,5
5,0.0059406,5
6,-0.0100487,5
7,-0.0236694,5
8,-0.0350021,5
9,-0.0392162,5
10,-0.0358131,5
11,-0.0301341,5
12,-0.0054288,5
13,0.0014293,5
14,-0.0049041,5
15,-0.016642,5
16,-0.0158305,5
17,-0.0145316,5
18,0.0010983,5
19,0.0006177,5
20,0.0173903,5
21,0.0086946,5
22,0.0084398,5
23,0.0027356,5
24,-0.009571,5
25,-0.03413,5
26,-0.0422107,5
27,-0.0481458,5
28,-0.0501307,5
29,-0.0487272,5
30,-0.040678,5
31,-0.0283245,5
32,-0.0124854,5
33,0.0043618,5
34,0.020163,5
35,0.0329659,5
36,0.0415296,5
37,0.0002736,5
38,0.0003103,5
39,0.0457702,5
40,-0.0000789,5
41,-0.0006998,5
42,-0.0008394,5
43,-0.0009874,5
44,-0.0010357,5
45,-0.0010106,5
46,-0.0007213,5
47,-0.0005796,5
48,-0.0002815,5
1,0.0442401,6
2,0.0415028,6
3,0.0336059,6
4,0.0214046,6
5,0.0059707,6
6,-0.0100273,6
7,-0.0233813,6
8,-0.0349793,6
9,-0.0391813,6
10,-0.0357462,6
11,-0.0300842,6
12,-0.0051828,6
13,0.0016637,6
14,-0.0046031,6
15,-0.0162473,6
16,-0.0157989,6
17,-0.0144692,6
18,0.001268,6
19,0.0006321,6
20,0.0173751,6
21,0.0086617,6
22,0.0083687,6
23,0.0027406,6
24,-0.0094863,6
25,-0.0340031,6
26,-0.0421109,6
27,-0.0480225,6
28,-0.0499669,6
29,-0.04857,6
30,-0.0406716,6
31,-0.0283134,6
32,-0.0125035,6
33,0.0044256,6
34,0.0202486,6
35,0.0330694,6
36,0.041636,6
37,0.0002738,6
38,0.0003274,6
39,0.0459417,6
40,-0.0000684,6
41,-0.0006763,6
42,-0.0008209,6
43,-0.0009635,6
44,-0.0010116,6
45,-0.0009889,6
46,-0.0007641,6
47,-0.0005599,6
48,-0.0002629,6